,title,date_published,duration,avg_vote,votes,reviews_from_users,metascore,year,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sport,Thriller,War,Western
0,12 Hour Shift ,2 October 2020 ,86,5.3,1998.0,38,63.0,2020.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2 Hearts ,16 October 2020 ,101,5.1,169.0,7,29.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,2067 ,2 October 2020 ,114,4.8,4089.0,191,39.0,2020.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,A Babysitter's Guide to Monster Hunting ,15 October 2020 ,98,5.3,2703.0,50,31.0,2020.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,A Fall from Grace ,17 January 2020 ,120,5.9,11334.0,391,34.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,A Nice Girl Like You ,17 July 2020 ,94,5.2,2229.0,31,41.0,2020.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,After We Collided ,23 October 2020 ,105,5.0,15485.0,413,14.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,All Day and a Night ,1 May 2020 ,121,5.8,2915.0,57,60.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,All My Life ,4 December 2020 ,91,6.3,737.0,28,39.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9,All Together Now ,28 August 2020 ,92,6.4,2866.0,41,64.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,All the Bright Places ,28 February 2020 ,107,6.5,19853.0,238,61.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,All the Dead OnesÂ ,10 December 2020 ,120,5.6,177.0,0,48.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12,Alone ,18 September 2020 ,98,6.1,6478.0,153,70.0,2020.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
13,Ammonite ,13 November 2020 ,120,6.5,4566.0,83,73.0,2020.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,Amulet ,24 July 2020 ,99,4.7,2461.0,79,64.0,2020.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15,An American Pickle ,6 August 2020 ,88,5.7,14837.0,214,58.0,2020.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,And Tomorrow the Entire WorldÂ ,14 October 2020 ,111,6.0,332.0,0,77.0,2020.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Another Round ,18 December 2020 ,117,7.8,22303.0,111,81.0,2020.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Antebellum ,18 September 2020 ,105,5.6,14384.0,479,45.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19,Apples ,4 March 2021 ,91,6.3,494.0,3,83.0,2020.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Archenemy ,11 December 2020 ,90,5.0,1036.0,35,57.0,2020.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Archive ,10 July 2020 ,109,6.3,10783.0,268,67.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22,Arkansas ,5 May 2020 ,117,6.0,8696.0,165,55.0,2020.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Artemis Fowl ,12 June 2020 ,95,4.2,22121.0,958,31.0,2020.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Ava ,25 September 2020 ,96,5.4,34496.0,679,39.0,2020.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Aviva ,12 June 2020 ,116,4.6,137.0,3,66.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26,Bad Boys for Life ,17 January 2020 ,124,6.6,126518.0,1156,59.0,2020.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Bad Hair ,23 October 2020 ,102,5.5,2010.0,50,61.0,2020.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Bad Therapy ,17 April 2020 ,97,4.3,560.0,17,41.0,2020.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Beast BeastÂ ,25 January 2020 ,85,7.7,58.0,0,63.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30,Becky ,5 June 2020 ,93,5.8,9359.0,294,54.0,2020.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,Beginning ,5 October 2020 ,130,6.5,295.0,2,65.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32,Behind You ,17 April 2020 ,86,4.3,1269.0,46,38.0,2020.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
33,Bill & Ted Face the Music ,28 August 2020 ,91,6.1,26977.0,732,65.0,2020.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,Birds of Prey ,7 February 2020 ,109,6.1,161160.0,2385,60.0,2020.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Black Bear ,4 December 2020 ,104,6.6,3790.0,74,79.0,2020.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,Black Beauty ,27 November 2020 ,110,6.3,1726.0,58,52.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37,Black Box ,6 October 2020 ,100,6.1,7916.0,132,62.0,2020.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
38,Black Is King ,31 July 2020 ,85,5.5,7816.0,622,84.0,2020.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Black Water: Abyss ,7 August 2020 ,98,4.5,3492.0,101,46.0,2020.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,Blast BeatÂ ,26 January 2020 ,0,7.1,22.0,0,54.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41,Blood and Money ,16 October 2020 ,89,5.1,984.0,45,40.0,2020.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42,Bloodshot ,13 March 2020 ,109,5.7,59481.0,774,44.0,2020.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,Body Cam ,18 May 2020 ,96,5.3,3024.0,80,37.0,2020.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
44,Books of Blood ,7 October 2020 ,107,5.6,4155.0,73,42.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45,Borat Subsequent Moviefilm ,23 October 2020 ,95,6.7,99988.0,1120,68.0,2020.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Brahms: The Boy II ,21 February 2020 ,86,4.6,11465.0,245,29.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
47,Capone ,12 May 2020 ,103,4.7,13957.0,398,46.0,2020.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Centigrade ,27 August 2020 ,98,4.4,1496.0,87,46.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
49,Charlatan ,20 August 2020 ,118,6.8,653.0,3,65.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
50,Charm City Kings ,8 October 2020 ,125,6.4,1300.0,27,62.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
51,Chemical Hearts ,21 August 2020 ,93,6.2,7369.0,114,57.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52,Chick Fight ,13 November 2020 ,97,4.2,1445.0,52,39.0,2020.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,Christmas on the Square ,22 November 2020 ,98,5.2,2077.0,67,51.0,2020.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Clouds ,16 October 2020 ,121,7.5,4797.0,80,55.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55,CloverÂ ,3 April 2020 ,101,4.1,243.0,0,43.0,2020.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,Coffee & Kareem ,3 April 2020 ,88,5.1,11474.0,394,35.0,2020.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,Come Away ,13 November 2020 ,94,5.9,2050.0,36,40.0,2020.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,Come Play ,30 October 2020 ,96,5.7,5711.0,140,58.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
59,Concrete Cowboy ,16 October 2020 ,111,4.6,162.0,18,66.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
60,Critical Thinking ,4 September 2020 ,117,6.4,652.0,15,65.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
61,Cut Throat City ,21 August 2020 ,123,4.6,928.0,29,67.0,2020.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Cuties ,9 September 2020 ,96,3.1,26372.0,261,67.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
63,Da 5 Bloods ,12 June 2020 ,154,6.5,36394.0,752,82.0,2020.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Dangerous Lies ,30 April 2020 ,96,5.2,13556.0,260,51.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
65,Dating Amber ,10 November 2020 ,92,7.0,2921.0,38,58.0,2020.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,Days ,25 September 2020 ,127,6.3,701.0,5,78.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
67,Dear Comrades ,12 November 2020 ,121,6.5,346.0,4,77.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
68,Death of Me ,2 October 2020 ,94,4.2,2363.0,72,31.0,2020.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
69,Desperados ,3 July 2020 ,105,5.1,8409.0,131,41.0,2020.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Disturbing the Peace ,17 January 2020 ,91,3.2,1510.0,153,34.0,2020.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,Dolittle ,17 January 2020 ,101,5.6,46656.0,746,26.0,2020.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Downhill ,14 February 2020 ,86,4.8,8631.0,306,49.0,2020.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,Dream Horse ,24 January 2020 ,113,5.7,151.0,3,68.0,2020.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,Echo Boomers ,13 November 2020 ,94,6.1,2161.0,31,37.0,2020.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,Embattled ,20 November 2020 ,117,6.5,713.0,28,56.0,2020.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,Emma. ,6 March 2020 ,124,6.7,27982.0,410,71.0,2020.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,Emperor ,18 August 2020 ,99,5.5,622.0,37,39.0,2020.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,Endless ,14 August 2020 ,95,4.6,621.0,17,27.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
79,Enola Holmes ,23 September 2020 ,123,6.6,118144.0,1428,68.0,2020.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,Escape from Pretoria ,6 March 2020 ,106,6.8,19560.0,176,56.0,2020.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
81,Eurovision Song Contest: The Story of Fire Saga ,26 June 2020 ,123,6.5,71100.0,1255,50.0,2020.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,Evil Eye ,13 October 2020 ,90,4.7,2490.0,75,54.0,2020.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
83,Extraction ,24 April 2020 ,116,6.7,155041.0,2982,56.0,2020.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,Faith Based ,9 October 2020 ,92,6.1,671.0,14,42.0,2020.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,Falling ,5 February 2021 ,112,6.1,1327.0,19,64.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
86,Fantasy Island ,14 February 2020 ,109,4.9,35300.0,789,22.0,2020.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,Farewell Amor ,11 December 2020 ,95,6.8,485.0,6,75.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
88,Fatal Affair ,16 July 2020 ,89,4.5,4497.0,186,34.0,2020.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
89,Fatale ,18 December 2020 ,102,4.8,326.0,18,42.0,2020.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
90,Fatima ,28 August 2020 ,113,6.4,1419.0,63,51.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
91,Fatman ,24 November 2020 ,100,5.9,13946.0,353,40.0,2020.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,Force of Nature ,30 June 2020 ,91,4.5,5916.0,138,29.0,2020.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,Four Kids and It ,3 April 2020 ,110,5.0,883.0,39,42.0,2020.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
94,Freaky ,13 November 2020 ,102,6.4,17648.0,234,66.0,2020.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,French Exit ,26 February 2021 ,110,6.2,145.0,4,54.0,2020.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,Funny Boy ,10 December 2020 ,109,5.8,609.0,14,62.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
97,Funny FaceÂ ,23 October 2020 ,95,6.7,151.0,0,61.0,2020.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
98,Ghosts of War ,17 July 2020 ,94,5.5,5788.0,238,38.0,2020.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
99,Godmothered ,4 December 2020 ,110,6.1,7440.0,119,49.0,2020.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,Greenland ,18 December 2020 ,119,6.4,40703.0,733,60.0,2020.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,Gretel & Hansel ,31 January 2020 ,87,5.4,22389.0,469,64.0,2020.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
102,Greyhound ,10 July 2020 ,91,7.0,64588.0,752,64.0,2020.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,Half Brothers ,4 December 2020 ,96,5.7,475.0,34,30.0,2020.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,Hamilton ,3 July 2020 ,160,8.6,52516.0,565,90.0,2020.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,Happiest Season ,25 November 2020 ,102,6.7,23658.0,302,69.0,2020.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,Herself ,8 January 2021 ,97,6.7,282.0,6,71.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
107,Hillbilly Elegy ,24 November 2020 ,116,6.7,19878.0,563,38.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
108,His House ,30 October 2020 ,93,6.5,20529.0,259,72.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
109,Holidate ,28 October 2020 ,104,6.1,41623.0,381,44.0,2020.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,Honest Thief ,16 October 2020 ,99,6.0,18423.0,287,46.0,2020.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,Hooking Up ,20 March 2020 ,104,5.4,1284.0,16,44.0,2020.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,Horse Girl ,7 February 2020 ,103,5.9,14169.0,212,61.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
113,Host ,30 July 2020 ,57,6.6,13088.0,264,73.0,2020.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
114,Hubie Halloween ,7 October 2020 ,102,5.2,37872.0,840,53.0,2020.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,Hunter Hunter ,18 December 2020 ,93,6.4,1844.0,81,58.0,2020.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
116,I Care a Lot ,19 February 2021 ,118,7.5,93.0,17,67.0,2020.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,I Carry You with Me ,2021 ,111,5.6,190.0,3,68.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
118,I Still Believe ,13 March 2020 ,116,6.5,7600.0,169,41.0,2020.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,I Used to Go Here ,7 August 2020 ,80,5.6,1682.0,20,68.0,2020.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,I Will Make You MineÂ ,2020 ,80,5.7,169.0,0,70.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
121,I'm Thinking of Ending Things ,4 September 2020 ,134,6.6,56266.0,983,78.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
122,I'm Your Woman ,11 December 2020 ,120,6.2,3850.0,141,64.0,2020.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
123,Impractical Jokers: The Movie ,28 February 2020 ,92,5.9,4753.0,160,39.0,2020.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,In Between DyingÂ ,10 September 2020 ,88,5.5,151.0,0,63.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
125,Infamous ,12 June 2020 ,100,4.0,1780.0,62,40.0,2020.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
126,Inheritance ,22 May 2020 ,111,5.5,8291.0,214,31.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
127,Irresistible ,26 June 2020 ,101,6.2,9200.0,156,47.0,2020.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,Jay Sebring....Cutting to the TruthÂ ,22 September 2020 ,91,8.5,30.0,0,76.0,2020.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,Jingle Jangle: A Christmas Journey ,13 November 2020 ,122,6.5,14585.0,435,69.0,2020.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
130,Jiu Jitsu ,20 November 2020 ,102,2.9,3422.0,28,28.0,2020.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,Joe Bell ,19 February 2021 ,90,5.1,122.0,1,61.0,2020.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,John Henry ,24 January 2020 ,91,3.5,1948.0,175,27.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
133,Jumbo ,1 July 2020 ,93,6.1,559.0,3,54.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
134,Kajillionaire ,25 September 2020 ,104,6.4,6611.0,121,78.0,2020.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Kill It and Leave This TownÂ ,2 December 2020 ,88,6.7,257.0,0,69.0,2020.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Kindred ,6 November 2020 ,101,4.7,454.0,15,54.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
137,LX 2048 ,25 September 2020 ,103,4.8,782.0,29,61.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
138,La leyenda negraÂ ,4 December 2020 ,84,7.1,29.0,0,61.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
139,Laila in HaifaÂ ,8 September 2020 ,99,5.1,64.0,0,25.0,2020.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
140,Last and First Men ,21 September 2020 ,70,6.6,1508.0,54,83.0,2020.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
141,Lazy Susan ,3 April 2020 ,90,5.2,461.0,19,37.0,2020.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,Let Him Go ,6 November 2020 ,113,6.7,8306.0,148,63.0,2020.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
143,Let Them All Talk ,10 December 2020 ,113,6.1,4661.0,105,73.0,2020.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,Like a Boss ,10 January 2020 ,83,4.5,9507.0,176,33.0,2020.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,Limbo ,9 July 2020 ,103,7.7,138.0,1,77.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
146,Lost Bullet ,19 June 2020 ,92,6.2,6904.0,89,78.0,2020.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,Lost Girls and Love Hotels ,18 September 2020 ,97,4.5,2332.0,51,57.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
148,Lost Girls ,13 March 2020 ,95,6.1,16202.0,134,67.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
149,Love Wedding Repeat ,10 April 2020 ,100,5.5,17136.0,288,41.0,2020.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,Love and Monsters ,16 October 2020 ,109,7.0,26669.0,385,59.0,2020.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,"Love, Guaranteed ",3 September 2020 ,90,5.5,12854.0,172,39.0,2020.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,"Love, Weddings & Other Disasters ",4 December 2020 ,90,4.3,230.0,11,11.0,2020.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Luxor ,4 December 2020 ,85,5.2,301.0,9,69.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
154,Ma Rainey's Black Bottom ,18 December 2020 ,94,7.2,14982.0,219,87.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
155,Made in Italy ,7 August 2020 ,94,5.7,3137.0,66,45.0,2020.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,Mainstream ,10 October 2020 ,94,5.3,131.0,2,37.0,2020.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,Mandibles ,22 October 2020 ,77,6.1,318.0,1,75.0,2020.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,Mank ,4 December 2020 ,131,7.1,30267.0,356,79.0,2020.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,Manor House ,8 July 2020 ,201,5.8,533.0,19,51.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
160,Minamata ,5 February 2021 ,115,7.5,778.0,11,51.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
161,Minari ,12 February 2021 ,115,7.7,1882.0,22,87.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
162,Minor Premise ,4 December 2020 ,95,4.8,266.0,10,66.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
163,Minyan ,28 August 2020 ,118,6.7,201.0,4,70.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
164,Misbehaviour ,25 September 2020 ,106,6.2,4582.0,55,62.0,2020.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,Miss Juneteenth ,19 June 2020 ,99,6.4,859.0,15,73.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
166,Mogul Mowgli ,30 October 2020 ,90,6.7,683.0,10,64.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
167,Monday ,11 September 2020 ,116,7.8,21.0,6,64.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
168,Monster Hunter ,18 December 2020 ,99,5.2,3219.0,132,45.0,2020.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,Mortal ,6 November 2020 ,104,5.8,4110.0,182,20.0,2020.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,Most Wanted ,24 July 2020 ,125,6.1,2550.0,43,62.0,2020.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
171,Mulan ,4 September 2020 ,115,5.6,99760.0,2690,66.0,2020.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,My Little SisterÂ ,29 October 2020 ,99,5.8,413.0,0,75.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
173,My Salinger Year ,5 March 2021 ,101,5.9,350.0,5,44.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
174,My Spy ,26 June 2020 ,99,6.3,21465.0,329,46.0,2020.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
